Source,Destination,Weight
Decrease in appetite,LAURIN-SANDROW SYNDROME,1
Decrease in appetite,Pain in buttock,1
Decrease in appetite,Breath Holding,1
Decrease in appetite,Sleep disturbances,1
Nightmares,Exhaustion,2
Nightmares,Cardiac Arrest,1
Nightmares,Upper Respiratory Infections,1
Nightmares,Tired,1
Nightmares,Fish-Eye Disease,1
Nightmares,Sharp pain,1
Nightmares,Ache,1
Nightmares,Malignant hyperpyrexia due to anesthesia,1
Nightmares,Excessive tearing,1
Nightmares,Dizziness,1
Nightmares,Agenesis of corpus callosum,1
Nightmares,Axenfeld-Rieger syndrome,1
Nightmares,Heart failure,1
Nightmares,Respiratory distress,1
Nightmares,Other viral diseases NOS,1
Nightmares,Breathing abnormally deep,1
Nightmares,Chest Pain,1
Nightmares,Has tingling sensation,1
Nightmares,Gastroesophageal reflux disease,1
Nightmares,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
Nightmares,Neuropathy,1
Nightmares,Neurologic Symptoms,1
Nightmares,Syncope,1
Nightmares,Gastroparesis,1
Nightmares,asthma with copd,1
Nightmares,Recurrent disease,1
Nightmares,Oral Ulcer,1
Nightmares,Narcolepsy,1
Nightmares,Xerostomia,1
Nightmares,Tennis Elbow,1
Nightmares,Deglutition Disorders,1
Nightmares,Malnutrition,1
Nightmares,Feeling nervous,1
Nightmares,Burning sensation,1
Nightmares,Muscle Cramp,1
Nightmares,Numbness,1
Nightmares,Neck Pain,1
Nightmares,Feeling Cold,1
Nightmares,Back Pain,1
Nightmares,Difficulty sleeping,1
Nightmares,Hunger,1
Nightmares,Lethargy,1
Nightmares,Hot flushes,1
Ataxia Telangiectasia,Cerebellar decompression injury,1
Ataxia Telangiectasia,Genital infection,1
Ataxia Telangiectasia,Upset stomach,1
Ataxia Telangiectasia,Exhaustion,1
Ataxia Telangiectasia,Tired,1
Ataxia Telangiectasia,Fish-Eye Disease,1
Ataxia Telangiectasia,Nasal congestion (finding),1
Ataxia Telangiectasia,Heartburn,1
Ataxia Telangiectasia,Chest Pain,1
Ataxia Telangiectasia,Gastroesophageal reflux disease,1
Ataxia Telangiectasia,Hepatitis A,1
Ataxia Telangiectasia,"Hepatitis B, Chronic",1
Ataxia Telangiectasia,Digestive symptom,1
Ataxia Telangiectasia,Xerostomia,1
Ataxia Telangiectasia,Burning sensation,1
Ataxia Telangiectasia,Stomach ache,1
Ataxia Telangiectasia,Abdominal Pain,1
Ataxia Telangiectasia,Lower respiratory tract infection,1
Ataxia Telangiectasia,Severe diarrhea,1
Ataxia Telangiectasia,Eructation,1
Cerebellar decompression injury,Genital infection,1
Cerebellar decompression injury,Upset stomach,1
Cerebellar decompression injury,Exhaustion,1
Cerebellar decompression injury,Sighing respiration,1
Cerebellar decompression injury,Pemphigus and fogo selvagem,1
Cerebellar decompression injury,HIV Infections,1
Cerebellar decompression injury,Spastic syndrome,1
Cerebellar decompression injury,"Gait, Drop Foot",1
Genital infection,Upset stomach,1
Genital infection,Exhaustion,1
Upset stomach,Exhaustion,6
Upset stomach,Tired,2
Upset stomach,Multiple Epiphyseal Dysplasia,1
Upset stomach,Sighing respiration,1
Upset stomach,Influenza-like symptoms,1
Upset stomach,Fish-Eye Disease,2
Upset stomach,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",1
Upset stomach,Sharp pain,1
Upset stomach,Reflex Sympathetic Dystrophy,2
Upset stomach,Sinusitis,2
Upset stomach,Pruritus,1
Upset stomach,Hamman-Rich syndrome,1
Upset stomach,Ache,5
Upset stomach,Nasal congestion (finding),2
Upset stomach,Malignant hyperpyrexia due to anesthesia,1
Upset stomach,Chest tightness,3
Upset stomach,Pelvic Organ Prolapse,1
Upset stomach,STUVE-WIEDEMANN SYNDROME,1
Upset stomach,"Pain, Postoperative",1
Upset stomach,Juvenile-Onset Still Disease,1
Upset stomach,Exanthema,2
Upset stomach,Dizziness,5
Upset stomach,Cerebrovascular accident,1
Upset stomach,Depressed - symptom,1
Upset stomach,Breathing abnormally deep,1
Upset stomach,Hay fever,1
Upset stomach,Chest Pain,2
Upset stomach,Septicemia,1
Upset stomach,Has tingling sensation,2
Upset stomach,Gastroesophageal reflux disease,1
Upset stomach,Constipation,1
Upset stomach,Dehydration,1
Upset stomach,Digestive symptom,1
Upset stomach,Neurologic Symptoms,1
Upset stomach,Syncope,1
Upset stomach,Recurrent disease,3
Upset stomach,Deglutition Disorders,1
Upset stomach,Malnutrition,1
Upset stomach,Burning sensation,1
Upset stomach,Muscle Cramp,2
Upset stomach,Neck Pain,1
Upset stomach,Back Pain,1
Upset stomach,Difficulty sleeping,1
Upset stomach,Hunger,2
Upset stomach,Earache,1
Upset stomach,Pharyngeal dryness,1
Upset stomach,Deep Vein Thrombosis,1
Upset stomach,Urinary tract infection,1
Upset stomach,Pityriasis Rosea,1
Upset stomach,Throat symptom,1
Upset stomach,Stomach ache,4
Upset stomach,Arm Pain,1
Upset stomach,spells (neurological symptom),1
Upset stomach,Nose symptoms,1
Upset stomach,Chronic Fatigue Syndrome,1
Upset stomach,Conjunctivitis,2
Upset stomach,Night sweats,1
Upset stomach,Mastodynia,1
Upset stomach,"IMMUNODEFICIENCY, COMMON VARIABLE, 10",1
Upset stomach,Abdominal Pain,2
Upset stomach,Feeling of loss of feeling,1
Upset stomach,Stomach cramps (finding),1
Upset stomach,Fatigue - symptom,1
Upset stomach,Chest pressure,3
Upset stomach,Lower respiratory tract infection,1
Upset stomach,Severe diarrhea,1
Upset stomach,feeling dizzy,1
Upset stomach,Vertigo,1
Upset stomach,Migraine Disorders,1
Upset stomach,Prediabetes syndrome,1
Upset stomach,Tonsillitis,2
Upset stomach,Vitamin Deficiency,1
Upset stomach,Autoimmune Diseases,1
Upset stomach,lump in throat,1
Upset stomach,headache severe,2
Upset stomach,Prickling sensation,1
Upset stomach,chest heaviness,1
Upset stomach,skin color change,1
Upset stomach,Glossalgia,1
Upset stomach,Stinging Sensation,1
Upset stomach,Skin symptom,1
Upset stomach,swollen glands in neck,1
Upset stomach,Upper back pain,1
Upset stomach,Frontal headache,1
Upset stomach,Hoarseness,1
Upset stomach,Hepatorenal Syndrome,1
Upset stomach,Muscle twitch,1
Upset stomach,Coffin-Siris syndrome,1
Upset stomach,"Diarrhea, watery",1
Upset stomach,Laryngismus paralyticus,1
Upset stomach,room spinning,1
Upset stomach,Suffocated,1
Upset stomach,Equilibration disorder,1
Upset stomach,Buzzing in ear,1
Upset stomach,Sore skin,1
Upset stomach,Congenital leukocyte adherence deficiency,1
Upset stomach,Streptococcal Infections,1
Upset stomach,post viral fatigue,1
Upset stomach,Simian Acquired Immunodeficiency Syndrome,1
Upset stomach,Wiskott-Aldrich Syndrome,1
Upset stomach,Herpes zoster disease,1
Upset stomach,Pneumocystis jiroveci pneumonia,1
Upset stomach,Agitation,1
Upset stomach,Epilepsy,1
Upset stomach,Pulmonary Stenosis,1
Upset stomach,Psoriasis,1
Upset stomach,Cardiomyopathies,1
Upset stomach,Pertussis,1
Upset stomach,Borderline Hypertension,1
Upset stomach,Hereditary Coproporphyria,1
Upset stomach,Polymyalgia Rheumatica,1
Upset stomach,Neuroleptic Malignant Syndrome,1
Upset stomach,"Malaria, Cerebral",1
Upset stomach,RAINE SYNDROME,1
Upset stomach,Liver diseases,1
Upset stomach,Chronically Ill,1
Upset stomach,HIV-infection (AIDS/ARC),1
Exhaustion,Upper Respiratory Infections,1
Exhaustion,Tired,3
Exhaustion,Multiple Epiphyseal Dysplasia,1
Exhaustion,Sighing respiration,1
Exhaustion,Mandibuloacral dysostosis,1
Exhaustion,Gasping for breath,1
Exhaustion,Shoulder stiff,1
Exhaustion,Influenza-like symptoms,1
Exhaustion,Fish-Eye Disease,2
Exhaustion,Sharp pain,1
Exhaustion,Reflex Sympathetic Dystrophy,2
Exhaustion,Sinusitis,2
Exhaustion,Pruritus,1
Exhaustion,Lung Problem,1
Exhaustion,Ache,5
Exhaustion,Nasal congestion (finding),3
Exhaustion,Malignant hyperpyrexia due to anesthesia,1
Exhaustion,Chest tightness,5
Exhaustion,Gigantism,1
Exhaustion,Myocardial Ischemia,1
Exhaustion,Excessive tearing,1
Exhaustion,Pelvic Organ Prolapse,1
Exhaustion,"Pain, Postoperative",1
Exhaustion,Exanthema,1
Exhaustion,Acute contagious conjunctivitis,1
Exhaustion,Dizziness,4
Exhaustion,Cerebrovascular accident,1
Exhaustion,Agenesis of corpus callosum,1
Exhaustion,Other viral diseases NOS,1
Exhaustion,Depressed - symptom,1
Exhaustion,Breathing abnormally deep,3
Exhaustion,Chest Pain,6
Exhaustion,"Gait, Drop Foot",1
Exhaustion,Has tingling sensation,5
Exhaustion,Gastroesophageal reflux disease,2
Exhaustion,Constipation,1
Exhaustion,Dehydration,1
Exhaustion,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
Exhaustion,Neuropathy,1
Exhaustion,Neurologic Symptoms,2
Exhaustion,Syncope,1
Exhaustion,Cold sweat,1
Exhaustion,Gastroparesis,1
Exhaustion,asthma with copd,1
Exhaustion,Recurrent disease,4
Exhaustion,Oral Ulcer,1
Exhaustion,Narcolepsy,1
Exhaustion,Xerostomia,1
Exhaustion,Tennis Elbow,1
Exhaustion,Deglutition Disorders,2
Exhaustion,Malnutrition,2
Exhaustion,Feeling nervous,1
Exhaustion,Burning sensation,3
Exhaustion,Muscle Cramp,2
Exhaustion,Numbness,1
Exhaustion,Neck Pain,2
Exhaustion,Feeling Cold,1
Exhaustion,Back Pain,3
Exhaustion,Difficulty sleeping,2
Exhaustion,Hunger,1
Exhaustion,Lethargy,2
Exhaustion,Hot flushes,1
Exhaustion,Earache,1
Exhaustion,Pharyngeal dryness,1
Exhaustion,Deep Vein Thrombosis,2
Exhaustion,Stomach ache,2
Exhaustion,Sleeplessness,1
Exhaustion,Arm Pain,1
Exhaustion,spells (neurological symptom),1
Exhaustion,Nose symptoms,1
Exhaustion,Chronic Fatigue Syndrome,1
Exhaustion,Conjunctivitis,3
Exhaustion,Watery eyes,1
Exhaustion,Night sweats,2
Exhaustion,Mastodynia,1
Exhaustion,"IMMUNODEFICIENCY, COMMON VARIABLE, 10",1
Exhaustion,Abdominal Pain,1
Exhaustion,Feeling of loss of feeling,1
Exhaustion,Stomach cramps (finding),1
Exhaustion,Fatigue - symptom,1
Exhaustion,Chest pressure,2
Exhaustion,Lower respiratory tract infection,1
Exhaustion,feeling dizzy,1
Exhaustion,Vertigo,1
Exhaustion,Migraine Disorders,1
Exhaustion,Prediabetes syndrome,1
Exhaustion,Tonsillitis,1
Exhaustion,Vitamin Deficiency,1
Exhaustion,Autoimmune Diseases,1
Exhaustion,lump in throat,1
Exhaustion,headache severe,1
Exhaustion,Prickling sensation,1
Exhaustion,chest heaviness,1
Exhaustion,skin color change,1
Exhaustion,Glossalgia,1
Exhaustion,Stinging Sensation,1
Exhaustion,Skin symptom,1
Exhaustion,swollen glands in neck,1
Exhaustion,Upper back pain,1
Exhaustion,Frontal headache,1
Exhaustion,Hoarseness,1
Exhaustion,Hypotrichosis simplex,1
Exhaustion,Muscle twitch,1
Exhaustion,taste salty,1
Exhaustion,hand rash,1
Exhaustion,Cat allergy (disorder),1
Exhaustion,Laryngismus paralyticus,1
Exhaustion,room spinning,1
Exhaustion,Suffocated,1
Exhaustion,Equilibration disorder,1
Exhaustion,Buzzing in ear,1
Exhaustion,Congenital leukocyte adherence deficiency,1
Exhaustion,Sleep Apnea Syndromes,1
Exhaustion,Streptococcal Infections,1
Exhaustion,post viral fatigue,1
Exhaustion,Simian Acquired Immunodeficiency Syndrome,1
Exhaustion,Wiskott-Aldrich Syndrome,1
Exhaustion,Sensory Discomfort,1
Exhaustion,Decompression Sickness,1
Exhaustion,Pneumocystis jiroveci pneumonia,1
Exhaustion,Painful Bladder Syndrome,1
Exhaustion,Epilepsy,1
Exhaustion,Euthyroid Sick Syndromes,1
Exhaustion,Post-infectious encephalitis,1
Exhaustion,Chikungunya virus infection,1
Exhaustion,Common Migraine,1
Exhaustion,Dystonia Disorders,1
Exhaustion,Hereditary Multiple Exostoses,1
Exhaustion,Chronic back pain,1
Exhaustion,Spasmodic movement,1
Exhaustion,Verbal auditory hallucinations,1
Cardiac Arrest,Upper Respiratory Infections,1
Cardiac Arrest,HEART PROBLEM,1
Cardiac Arrest,Malignant hyperpyrexia due to anesthesia,1
Cardiac Arrest,Gigantism,1
Cardiac Arrest,"Respiratory Distress Syndrome, Adult",3
Cardiac Arrest,Heart Diseases,1
Cardiac Arrest,Plague,1
Cardiac Arrest,Agenesis of corpus callosum,1
Cardiac Arrest,Axenfeld-Rieger syndrome,1
Cardiac Arrest,Heart failure,1
Cardiac Arrest,Respiratory distress,1
Cardiac Arrest,Pemphigus and fogo selvagem,1
Cardiac Arrest,HIV Infections,1
Cardiac Arrest,Herpesviridae Infections,1
Cardiac Arrest,Rheumatoid Arthritis,1
Cardiac Arrest,Inflammatory disorder,2
Cardiac Arrest,Septicemia,1
Cardiac Arrest,Scurvy,1
Cardiac Arrest,Dehydration,1
Cardiac Arrest,Staring,1
Cardiac Arrest,Coronary heart disease,1
Cardiac Arrest,Autoimmune Diseases,1
Cardiac Arrest,Critical Illness,1
Cardiac Arrest,"Abortion, Habitual",1
Cardiac Arrest,Long QT Syndrome,1
Cardiac Arrest,Vesicle (morphologic abnormality),1
Cardiac Arrest,Bacteremia,1
Cardiac Arrest,Mannose-Binding Protein Deficiency,1
Upper Respiratory Infections,HEART PROBLEM,1
Upper Respiratory Infections,Sinusitis,3
Upper Respiratory Infections,Nasal congestion (finding),1
Upper Respiratory Infections,Paramyotonia Congenita (disorder),1
Upper Respiratory Infections,Dwarfism,1
Upper Respiratory Infections,Dizziness,1
Upper Respiratory Infections,Digitorenocerebral Syndrome,1
Upper Respiratory Infections,Goldberg-Shprintzen megacolon syndrome,1
Upper Respiratory Infections,Multiple Sclerosis,1
Upper Respiratory Infections,Premenstrual syndrome,1
Upper Respiratory Infections,Kidney Failure,1
Upper Respiratory Infections,Critical Illness,1
Upper Respiratory Infections,Premenopausal symptoms,1
Upper Respiratory Infections,Heparin-induced thrombocytopenia,5
Upper Respiratory Infections,West Nile viral infection,1
Upper Respiratory Infections,Myelitis,1
Upper Respiratory Infections,Deficiency of glucose-6-phosphate dehydrogenase,1
Upper Respiratory Infections,Severe Combined Immunodeficiency,1
Upper Respiratory Infections,Adenosine deaminase deficiency,1
Upper Respiratory Infections,Mucocutaneous Lymph Node Syndrome,1
Upper Respiratory Infections,Labyrinthitis,1
Upper Respiratory Infections,Hemorrhoids,1
Upper Respiratory Infections,Symptom Flare Up,1
Upper Respiratory Infections,Chronic Kidney Diseases,1
Upper Respiratory Infections,Shaking of hands,1
HEART PROBLEM,Pulmonary congestion,1
HEART PROBLEM,Hepatic Encephalopathy,1
HEART PROBLEM,Toxic liver disease,1
HEART PROBLEM,Acute infectious disease,1
HEART PROBLEM,Retinal damage,1
HEART PROBLEM,Multiple Epiphyseal Dysplasia,1
HEART PROBLEM,Rosacea,1
HEART PROBLEM,Prieto X-linked mental retardation syndrome,1
HEART PROBLEM,Muscular stiffness,1
HEART PROBLEM,Sighing respiration,1
HEART PROBLEM,Fish-Eye Disease,1
HEART PROBLEM,Adult Fanconi syndrome,1
HEART PROBLEM,Hamman-Rich syndrome,1
HEART PROBLEM,Hybrid Resistance,1
HEART PROBLEM,Lung Problem,1
HEART PROBLEM,Ache,1
HEART PROBLEM,Redness of face,1
HEART PROBLEM,Nasal congestion (finding),1
HEART PROBLEM,STOMATOCYTOSIS I,1
HEART PROBLEM,Excessive tearing,1
HEART PROBLEM,Heart Diseases,1
HEART PROBLEM,Cardiovascular Diseases,1
HEART PROBLEM,Septicemia,1
HEART PROBLEM,Death anxiety,1
HEART PROBLEM,Hypotrichosis simplex,1
HEART PROBLEM,Simian Acquired Immunodeficiency Syndrome,1
Vasculitis,Alopecia,2
Vasculitis,Tired,4
Vasculitis,Photopsia,4
Vasculitis,Skin lesion,1
Vasculitis,Exanthema,1
Vasculitis,"Lupus Erythematosus, Discoid",1
Vasculitis,Edema of foot (finding),1
Alopecia,Tired,2
Alopecia,Photopsia,2
Tired,Photopsia,4
Tired,Pulmonary congestion,3
Tired,Acute infectious disease,3
Tired,Multiple Epiphyseal Dysplasia,5
Tired,Muscular stiffness,3
Tired,Sighing respiration,1
Tired,Mandibuloacral dysostosis,1
Tired,Influenza-like symptoms,2
Tired,Fish-Eye Disease,4
Tired,Algoneurodystrophy,1
Tired,Amelogenesis imperfecta nephrocalcinosis,1
Tired,"Diabetes Mellitus, Non-Insulin-Dependent",1
Tired,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,1
Tired,Sick Sinus Syndrome,1
Tired,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",1
Tired,Sharp pain,4
Tired,"Amyotrophic Lateral Sclerosis, Sporadic",1
Tired,Streptococcal lymphadenitis of swine,1
Tired,Reflex Sympathetic Dystrophy,4
Tired,Sinusitis,3
Tired,Duane Retraction Syndrome,1
Tired,Diabetic Retinopathy,1
Tired,Pruritus,2
Tired,Hamman-Rich syndrome,2
Tired,Lung Problem,2
Tired,Ache,14
Tired,Nasal congestion (finding),1
Tired,Malignant hyperpyrexia due to anesthesia,5
Tired,Chest tightness,6
Tired,Myocardial Ischemia,3
Tired,STOMATOCYTOSIS I,1
Tired,Excessive tearing,1
Tired,Pelvic Organ Prolapse,2
Tired,STUVE-WIEDEMANN SYNDROME,2
Tired,Dwarfism,1
Tired,"Pain, Postoperative",2
Tired,Heartburn,2
Tired,Heartburn acidity,1
Tired,Exanthema,3
Tired,Van der Woude syndrome,2
Tired,"AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME",1
Tired,Neonatal Jaundice,1
Tired,Dizziness,7
Tired,Cerebrovascular accident,1
Tired,Infarction of spinal cord,1
Tired,Agenesis of corpus callosum,2
Tired,Jet Lag Syndrome,1
Tired,Wasting,1
Tired,Chronic Headache,1
Tired,Other viral diseases NOS,2
Tired,Depressed - symptom,3
Tired,chest burning,1
Tired,Kidney problem,1
Tired,Pemphigus and fogo selvagem,1
Tired,Breathing abnormally deep,7
Tired,Hay fever,1
Tired,Bronchitis,6
Tired,Chest Pain,13
Tired,Septicemia,1
Tired,Cough with fever,1
Tired,Digitorenocerebral Syndrome,2
Tired,Has tingling sensation,4
Tired,Meckel syndrome type 1,1
Tired,Gastroesophageal reflux disease,4
Tired,Constipation,1
Tired,Dehydration,2
Tired,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
Tired,Neuropathy,1
Tired,Neurologic Symptoms,2
Tired,Syncope,2
Tired,Cold sweat,1
Tired,Gastroparesis,1
Tired,asthma with copd,1
Tired,Recurrent disease,4
Tired,Oral Ulcer,1
Tired,Narcolepsy,1
Tired,Xerostomia,3
Tired,Tennis Elbow,1
Tired,Deglutition Disorders,2
Tired,Malnutrition,1
Tired,Feeling nervous,1
Tired,Burning sensation,4
Tired,Muscle Cramp,1
Tired,Numbness,2
Tired,Neck Pain,2
Tired,Feeling Cold,1
Tired,Back Pain,6
Tired,Difficulty sleeping,1
Tired,Hunger,3
Tired,Lethargy,1
Tired,Hot flushes,6
Tired,Earache,1
Tired,Urinary tract infection,1
Tired,Pityriasis Rosea,1
Tired,Throat symptom,2
Tired,Stomach ache,6
Tired,Sleeplessness,6
Tired,Arm Pain,3
Tired,Fibromyalgia,1
Tired,spells (neurological symptom),3
Tired,Myopathy,1
Tired,Chronic Fatigue Syndrome,2
Tired,side pain,1
Tired,Congestion of throat,3
Tired,Night sweats,4
Tired,Arthritis,2
Tired,Mastodynia,2
Tired,Abdominal Pain,3
Tired,Asthenopia,2
Tired,Sore eye,1
Tired,Chest pressure,3
Tired,Throbbing Headache,1
Tired,Lower respiratory tract infection,2
Tired,Severe diarrhea,3
Tired,Eructation,1
Tired,feeling dizzy,1
Tired,Vertigo,1
Tired,feeling like vomiting,1
Tired,Prediabetes syndrome,1
Tired,Autoimmune Diseases,2
Tired,headache severe,1
Tired,swollen glands in neck,1
Tired,Frontal headache,1
Tired,taste sweet,2
Tired,Morning headache,1
Tired,Hepatorenal Syndrome,2
Tired,Dyssomnias,1
Tired,Hypotrichosis simplex,3
Tired,Muscle twitch,2
Tired,Punctate inner choroidopathy,1
Tired,Erythema,1
Tired,Posterior rhinorrhea,1
Tired,Productive cough,4
Tired,Eye Infections,1
Tired,Temporal headache,1
Tired,Spasm,6
Tired,Left sided chest pain,1
Tired,Abnormal heart beat,1
Tired,Weight symptom (finding),1
Tired,Confluent and Reticulate Papillomatosis,1
Tired,furuncle,2
Tired,Acute lower respiratory tract infection,2
Tired,MUNGAN SYNDROME,2
Tired,Paresthesia of hand,2
Tired,"Dementia, familial Danish",1
Tired,Visual disturbance,1
Tired,Blurred vision,1
Tired,Severe pain,1
Tired,"Reflex Epilepsy, Reading",1
Tired,Dyspepsia,1
Tired,Basilar-Type Migraine,1
Tired,Sore skin,1
Tired,"CHEST PAIN, SHARP",1
Tired,Henoch-Schoenlein Purpura,1
Tired,Infectious Mononucleosis,2
Tired,physical disorders,1
Tired,physical symptom,1
Tired,Tietze's Syndrome,1
Tired,Pleurisy,1
Tired,Myopia,1
Tired,Pulmonary Embolism,1
Tired,Sleep Apnea Syndromes,2
Tired,Infantile neuronal ceroid lipofuscinosis,1
Tired,Viral myocarditis,1
Tired,CHEST BURNING PAIN OF,1
Tired,tingling in fingers,1
Tired,Numbness of face,1
Tired,dyspnea acute,1
Tired,Hyperemesis Gravidarum,1
Tired,Rales,1
Tired,"Pain, Burning",1
Tired,Streptococcal Infections,2
Tired,post viral fatigue,6
Tired,Simian Acquired Immunodeficiency Syndrome,8
Tired,Wiskott-Aldrich Syndrome,8
Tired,Streptococcal sore throat,3
Tired,C/O - postviral syndrome,1
Tired,Irritable Bowel Syndrome,1
Tired,Intestinal infectious disease (disorder),1
Tired,Aural pressure,1
Tired,Wheezing,1
Tired,Dermatofibrosis lenticularis disseminata,2
Tired,Autoimmune disease (systemic) NOS,2
Tired,Preeclamptic toxemia,2
Tired,Sensory Discomfort,1
Tired,Hantavirus Infections,1
Tired,Heparin-induced thrombocytopenia,4
Tired,"Total Hypotrichosis, Mari type",2
Tired,"Diarrhea and vomiting, symptom",1
Tired,Chest pain on breathing,1
Tired,Agonizing Pain,1
Tired,Herpes zoster disease,1
Tired,Hemorrhoids,1
Tired,Pneumocystis jiroveci pneumonia,1
Tired,Painful Bladder Syndrome,4
Tired,Potassium aggravated myotonia,1
Tired,Chronic venous insufficiency,1
Tired,Bursitis of hip,1
Tired,Bursitis,1
Tired,Transient Ischemic Attack,1
Tired,"Arthritis, Psoriatic",1
Tired,Inflammation of joint of foot,1
Tired,Chronic Kidney Diseases,1
Tired,Radiation Damage,1
Tired,Steroid-induced myopathy,1
Tired,Agitation,1
Tired,Tenalgia,1
Tired,PHOTOPAROXYSMAL RESPONSE 1,1
Tired,multiple pathologies,1
Tired,Terminal illness,1
Tired,Giant Cell Arteritis,1
Tired,Severe chronic obstructive pulmonary disease,1
Tired,Adenovirus Infections,1
Tired,Shoulder Pain,1
Tired,Excruciating pain,1
Tired,Acute onset fever,1
Tired,Circling gait,1
Tired,Autoimmune hemolytic anemia,1
Tired,mitral annulus calcification,1
Tired,Bronchiectasis,1
Tired,Macule,1
Tired,Epilepsy,1
Tired,"Bronchitis, Chronic",4
Tired,Melnick-Needles Syndrome,2
Tired,LAURIN-SANDROW SYNDROME,1
Tired,Pain in buttock,1
Tired,Breath Holding,1
Tired,Sleep disturbances,1
Tired,Euthyroid Sick Syndromes,1
Tired,Brown oculocutaneous albinism,1
Tired,Restless Legs Syndrome,1
Tired,Cold intolerance,1
Tired,Peripheral Vascular Diseases,2
Tired,McCune-Albright Syndrome,1
Tired,Optic Neuritis,1
Tired,"Failure of Tooth Eruption, Primary",2
Tired,Dryness of eye,2
Tired,Sciatica,2
Tired,Roberts-SC phocomelia syndrome,1
Tired,Bronchiolitis Obliterans Organizing Pneumonia,1
Tired,"Liver Failure, Acute",1
Tired,"Brain Damage, Chronic",1
Pulmonary congestion,Hepatic Encephalopathy,1
Pulmonary congestion,Toxic liver disease,1
Pulmonary congestion,Acute infectious disease,1
Pulmonary congestion,Retinal damage,1
Pulmonary congestion,Multiple Epiphyseal Dysplasia,1
Pulmonary congestion,Rosacea,1
Pulmonary congestion,Prieto X-linked mental retardation syndrome,1
Pulmonary congestion,Muscular stiffness,1
Pulmonary congestion,Sighing respiration,1
Pulmonary congestion,Duane Retraction Syndrome,1
Pulmonary congestion,Diabetic Retinopathy,1
Pulmonary congestion,Lung Problem,1
Pulmonary congestion,Ache,2
Pulmonary congestion,STOMATOCYTOSIS I,1
Pulmonary congestion,Dizziness,1
Pulmonary congestion,Breathing abnormally deep,1
Pulmonary congestion,Chest Pain,1
Pulmonary congestion,Congestion of throat,2
Pulmonary congestion,Night sweats,2
Pulmonary congestion,Abdominal Pain,1
Pulmonary congestion,Acute lower respiratory tract infection,1
Pulmonary congestion,Syndrome,1
Pulmonary congestion,"Reflex Epilepsy, Reading",1
Pulmonary congestion,Simian Acquired Immunodeficiency Syndrome,1
Pulmonary congestion,Wiskott-Aldrich Syndrome,1
Pulmonary congestion,Streptococcal sore throat,2
Pulmonary congestion,Heparin-induced thrombocytopenia,1
Pulmonary congestion,Respiratory Failure,1
Pulmonary congestion,Peripheral Vascular Diseases,2
Pulmonary congestion,Sciatica,2
Hepatic Encephalopathy,Toxic liver disease,1
Hepatic Encephalopathy,Acute infectious disease,1
Hepatic Encephalopathy,Retinal damage,1
Hepatic Encephalopathy,Multiple Epiphyseal Dysplasia,1
Hepatic Encephalopathy,Rosacea,1
Hepatic Encephalopathy,Prieto X-linked mental retardation syndrome,1
Hepatic Encephalopathy,Muscular stiffness,1
Hepatic Encephalopathy,Sighing respiration,1
Hepatic Encephalopathy,Malignant hyperpyrexia due to anesthesia,1
Hepatic Encephalopathy,Hyperextension,1
Toxic liver disease,Acute infectious disease,1
Toxic liver disease,Retinal damage,1
Toxic liver disease,Multiple Epiphyseal Dysplasia,1
Toxic liver disease,Rosacea,1
Toxic liver disease,Prieto X-linked mental retardation syndrome,1
Toxic liver disease,Muscular stiffness,1
Toxic liver disease,Sighing respiration,1
Acute infectious disease,Retinal damage,1
Acute infectious disease,Multiple Epiphyseal Dysplasia,1
Acute infectious disease,Rosacea,1
Acute infectious disease,Prieto X-linked mental retardation syndrome,1
Acute infectious disease,Muscular stiffness,3
Acute infectious disease,Sighing respiration,1
Acute infectious disease,Influenza-like symptoms,1
Acute infectious disease,Reflex Sympathetic Dystrophy,1
Acute infectious disease,Ache,1
Acute infectious disease,Chest tightness,1
Acute infectious disease,Agenesis of corpus callosum,2
Acute infectious disease,Chest Pain,1
Acute infectious disease,Cold sweat,1
Acute infectious disease,Stomach ache,1
Acute infectious disease,Severe diarrhea,1
Acute infectious disease,furuncle,1
Acute infectious disease,Severe pain,1
Acute infectious disease,Simian Acquired Immunodeficiency Syndrome,2
Acute infectious disease,Wiskott-Aldrich Syndrome,2
Acute infectious disease,Irritable Bowel Syndrome,1
Acute infectious disease,Intestinal infectious disease (disorder),1
Acute infectious disease,Aural pressure,1
Acute infectious disease,Painful Bladder Syndrome,2
Acute infectious disease,"Failure of Tooth Eruption, Primary",2
Acute infectious disease,Dryness of eye,2
Retinal damage,Multiple Epiphyseal Dysplasia,1
Retinal damage,Rosacea,1
Retinal damage,Prieto X-linked mental retardation syndrome,1
Retinal damage,Muscular stiffness,1
Retinal damage,Sighing respiration,1
Multiple Epiphyseal Dysplasia,Rosacea,1
Multiple Epiphyseal Dysplasia,Prieto X-linked mental retardation syndrome,1
