PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
592,C0013404,Dyspnea,,,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0086511,Knee Replacement Arthroplasty (procedure),,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0454348,Back exercises,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0454326,Bench press,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0001701,"Exercise, Aerobic",,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C3810531,Bortezomib/Dexamethasone/Pegylated Liposomal Doxorubicin Regimen,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0280109,cyclophosphamide/doxorubicin/etoposide/interleukin-2,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C3871222,Radiation treatment,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0454306,Exercise class,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0185051,Removal by grinding,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0524865,Reconstructive Surgical Procedures,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C3275067,Cardiac Lead Procedure,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0886384,5 minutes Office visit,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0452240,Physical therapy exercises,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0005961,Bone Marrow Transplantation,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C1883583,Yoga,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C1519433,Special Diet Therapy,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0058928,ECHO protocol,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0392920,Chemotherapy Regimen,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0038842,Supervision (regime/therapy),,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0152277,Incision and drainage,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0557033,Reminding,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0409093,Boot traction,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0152054,Therapeutic tactile stimulation,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C1522704,Exercise Pain Management,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0015385,Limb structure,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C1280367,Entire lobe of lung,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C3887642,Hippocampus Proper,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0022742,Knee,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0018494,Hair,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0038351,Stomach,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0521421,Entire ear,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C1281591,Entire face,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0022646,Kidney,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C1281592,Entire neck,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C1281590,Entire head,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0001074,Structure of achilles tendon,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0423866,Lanugo,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
592,,,,,,,C0016504,Foot,https://connect.mayoclinic.org/discussion/lets-go-walking-join-me-for-a-virtual-walking-support-group/
594,C0009450,Communicable Diseases,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0010692,Cystitis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0021400,Influenza,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0678236,Rare Diseases,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0036690,Septicemia,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0268621,Hepatic methionine adenosyltransferase deficiency,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0268059,Neonatal hemochromatosis,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0011849,Diabetes Mellitus,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C1096155,Macrophage Activation Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0863093,cold symptoms,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0162429,Malnutrition,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0037088,Signs and Symptoms,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0231218,Malaise,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0010200,Coughing,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0849759,charmed,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0683369,Clouded consciousness,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0812426,Kidney problem,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,C0234233,Sore to touch,,,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0018823,Heart Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0199779,Administration of antibiotic,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0040732,Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0392920,Chemotherapy Regimen,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0034386,Quarantine,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1533734,Administration procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1527075,Revision procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0024128,Lung Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0280547,cisplatin/cyclophosphamide/doxorubicin protocol,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0199848,Coronavirus vaccination,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1959633,Spatial guidance for medical procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1135440,Procedures involving the use of pharmaceuticals,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1697762,Booster Immunization - ActSubstanceAdministrationCode,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C3275067,Cardiac Lead Procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1456647,Childhood Immunization,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C3687832,DRUGS,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1318453,Organ Donation procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0022671,Kidney Transplantation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0152054,Therapeutic tactile stimulation,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C1293234,arm injection,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,C0947647,Manipulation procedure,,,,,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C0018787,Heart,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C1269612,Entire upper arm,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C0178784,Organ,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C3887642,Hippocampus Proper,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C1184743,bony process,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C0024109,Lung,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C0524930,Transplanted organ,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C0040746,Structure of transplanted liver,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
594,,,,,,,C0022646,Kidney,https://connect.mayoclinic.org/discussion/to-vaccinate-or-not-to-vaccinate-that-is-the-question/
596,C0362046,Prediabetes syndrome,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C3714506,Meckel syndrome type 1,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C1868677,PHOTOPAROXYSMAL RESPONSE 1,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0679225,multiple pathologies,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0679247,Terminal illness,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0019360,Herpes zoster disease,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0039483,Giant Cell Arteritis,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0003864,Arthritis,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0041834,Erythema,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0730607,Severe chronic obstructive pulmonary disease,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0001486,Adenovirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0004364,Autoimmune Diseases,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0021053,Immune System Diseases,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0004096,Asthma,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0037315,Sleep Apnea Syndromes,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0277556,Recurrent disease,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C1969653,MUNGAN SYNDROME,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0012634,Disease,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0234238,Ache,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0741585,BODY ACHE,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0557875,Tired,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0037011,Shoulder Pain,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C2957106,headache severe,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0278141,Excruciating pain,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0018681,Headache,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0016382,Flushing,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0030193,Pain,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0220870,Lightheadedness,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0027769,Nervousness,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C2037193,Acute onset fever,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0027497,Nausea,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C1517205,Flare,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0033774,Pruritus,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0012833,Dizziness,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0234233,Sore to touch,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0085593,Chills,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,C0013404,Dyspnea,,,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0034386,Quarantine,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C1533734,Administration procedure,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0042200,Influenza vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0017296,gene therapy,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0152277,Incision and drainage,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0020972,Immunization Schedule,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0020971,Immunization,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0199848,Coronavirus vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C1959633,Spatial guidance for medical procedure,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0679614,cold turkey,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C1456647,Childhood Immunization,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C3687832,DRUGS,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0184661,Interventional procedure,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0152054,Therapeutic tactile stimulation,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0844334,septoplasty,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0199176,Prophylactic treatment,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C0042196,Vaccination,,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,C1963578,Release (procedure),,,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,C0993472,Prednisone 10 MG,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,C0989247,Prednisone 20 MG,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,C0989249,Prednisone 5 MG Oral Tablet,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,C1132474,Prednisone 2 MG,,,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,,,C1550244,Cuff - body part,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,,,C1269612,Entire upper arm,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,,,C0018563,Hand,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,,,C0019552,Hip structure,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,,,C0699819,Gut,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,,,C2986716,Quarter of the Udder,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
596,,,,,,,C0423866,Lanugo,https://connect.mayoclinic.org/discussion/pmr-and-corona-virus-vaccine/
598,C0730321,Punctate inner choroidopathy,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0795934,Digitorenocerebral Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0342895,Fish-Eye Disease,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0009443,Common Cold,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0019112,Hemorrhoids,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0265514,Dermatofibrosis lenticularis disseminata,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C3542022,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0003864,Arthritis,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0557875,Tired,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0015230,Exanthema,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0020175,Hunger,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0015672,Fatigue,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0231706,Circling gait,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0040822,Tremor,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0302539,spells (neurological symptom),,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,C0085593,Chills,,,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C1456647,Childhood Immunization,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0374711,Surgical repair,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0015252,removal technique,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0021485,Injection of therapeutic agent,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C1369038,Distraction therapy,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0152277,Incision and drainage,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0557033,Reminding,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C1522704,Exercise Pain Management,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0087111,Therapeutic procedure,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0557061,Discussion (procedure),,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,C0185051,Removal by grinding,,,,,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C0035561,Bone structure of rib,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C1281590,Entire head,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C1552158,Supernumerary mandibular right central primary incisor,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C0039259,Tail,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C1261103,Fifth toe structure,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C1184743,bony process,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C0423866,Lanugo,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
598,,,,,,,C0262950,Skeletal bone,https://connect.mayoclinic.org/discussion/whats-outside-of-your-picture-window-today/
599,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C1561643,Chronic Kidney Diseases,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0795934,Digitorenocerebral Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0035243,Respiratory Tract Infections,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C1096155,Macrophage Activation Syndrome,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0004096,Asthma,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0041912,Upper Respiratory Infections,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0206750,Coronavirus Infections,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0036572,Seizures,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
599,C0857072,Shaking of hands,,,,,,,https://connect.mayoclinic.org/discussion/covid-19-in-transplant-patients/
